title,link,address,description,price,price_weekly,date,seller,image,bed,type,lat_lon,lat,lon,sq_ft,nres
5 bedroom semi-detached house,https://www.rightmove.co.uk/properties/128176727#/?channel=STU_LET,"Marlborough Road, Beeston, Nottingham, NG9","AT SANDSTONE WE CAN OFFER VIRTUAL VIEWINGS VIA ZOOM
Impressive Victorian property split over three floors, boasting spacious lounge with door to rear garden, fully fitted kitchen, 5 double bedroom, large bathroom, shower room and separate W.C",2275.0,525.0,27/07/2022,"Sandstone UK Property Management Solutions Ltd, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76434/128176727/76434_P1782_IMG_00_0000_max_476x317.jpeg,5,house,"('52.9534193', '-1.1496461')",52.9534193,-1.1496461,,1694
1 bedroom house share,https://www.rightmove.co.uk/properties/128483186#/?channel=STU_LET,"Derby Road, Canning Circus",Virtual & video tour available. Brand new Student Accommodation for 2022-23. £ 150 pppw Inclusive of all bills. City Lettings are excited to be offering an ideally located double bedroom located in an ideally located 12 bedroom student house. Comprising of a large open plan ...,650.0,150.0,yesterday,"City Lettings, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/21k/20150/127465721/20150_102718003592_IMG_17_0000_max_476x317.jpeg,1,share,"('52.9534193', '-1.1496461')",52.9534193,-1.1496461,,1694
1 bedroom house share,https://www.rightmove.co.uk/properties/127416806#/?channel=STU_LET,"Derby Road, Canning Circus",Brand new House share: £ 715 pcm Inclusive of all bills. City Lettings are excited to be offering an ideally located double bedroom located in an ideally located 12 bedroom student house. Comprising of a large open plan living/ kitchen/ dining space leading to private walled pat...,650.0,150.0,yesterday,"City Lettings, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/21k/20150/127843256/20150_102718003609_IMG_00_0000_max_476x317.jpeg,1,share,"('52.9534193', '-1.1496461')",52.9534193,-1.1496461,,1694
1 bedroom house share,https://www.rightmove.co.uk/properties/127416806#/?channel=STU_LET,"Derby Road, Canning Circus",Virtual tour available. Brand new Student Accommodation for 2022-23. £ 150 pppw Inclusive of all bills. City Lettings are excited to be offering an ideally located double bedroom located in an ideally located 12 bedroom student house. Comprising of a large open plan living/ kitc...,650.0,150.0,yesterday,"City Lettings, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/21k/20150/127466918/20150_102718003594_IMG_15_0000_max_476x317.jpeg,1,share,"('52.9534193', '-1.1496461')",52.9534193,-1.1496461,,1694
1 bedroom house share,https://www.rightmove.co.uk/properties/127591751#/?channel=STU_LET,"Derby Road, Canning Circus",Virtual tour available. Brand new Student Accommodation for 2022-23. £ 150 pppw Inclusive of all bills. City Lettings are excited to be offering an ideally located double bedroom located in an ideally located 12 bedroom student house. Comprising of a large open plan living/ kitc...,650.0,150.0,yesterday,"City Lettings, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/21k/20150/127719491/20150_102718003590_IMG_15_0000_max_476x317.jpeg,1,share,"('52.9534193', '-1.1496461')",52.9534193,-1.1496461,,1694
1 bedroom house share,https://www.rightmove.co.uk/properties/127591751#/?channel=STU_LET,"Derby Road, Canning Circus",Virtual tour available: Brand new Student Accommodation for 2022-23. £ 150 pppw Inclusive of all bills. City Lettings are excited to be offering a spacious double bedroom located in an ideally located 12 bedroom student house. Comprising of a large open plan living/ kitchen/ din...,650.0,150.0,yesterday,"City Lettings, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/21k/20150/127417877/20150_102718003589_IMG_09_0000_max_476x317.jpeg,1,share,"('52.9534193', '-1.1496461')",52.9534193,-1.1496461,,1694
4 bedroom semi-detached house,https://www.rightmove.co.uk/properties/128483120#/?channel=STU_LET,"Highfield Road, Dunkirk, Nottingham",**STUDENT 2023/2024** ,2479.0,572.0,yesterday,"Tomlinson Estate Management Limited, Lenton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/96k/95239/128482667/95239_953r_bi_IMG_00_0000_max_476x317.jpeg,4,house,"('52.9406176', '-1.1853835')",52.9406176,-1.1853835,,1694
3 bedroom terraced house,https://www.rightmove.co.uk/properties/128483120#/?channel=STU_LET,"Park Road, Lenton, Nottingham",**STUDENT 2023/2024** ,1859.0,429.0,yesterday,"Tomlinson Estate Management Limited, Lenton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/96k/95239/128482649/95239_950r_bi_IMG_00_0000_max_476x317.jpeg,3,house,"('52.9471794', '-1.1713483')",52.9471794,-1.1713483,,1694
4 bedroom semi-detached house,https://www.rightmove.co.uk/properties/127465721#/?channel=STU_LET,"Marlborough Street, Dunkirk, Nottingham","Four bedroom semi-detached house, modern kitchen/diner, separate living area & conservatory. Perfect for students - bills included (gas, water, electricity, broadband & contents insurance through Purple Pass).",2600.0,600.0,yesterday,"Tomlinson Estate Management Limited, Lenton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/96k/95239/128480855/95239_984r_bi_IMG_00_0000_max_476x317.jpeg,4,house,"('52.9391198', '-1.1808562')",52.9391198,-1.1808562,,1694
4 bedroom terraced house,https://www.rightmove.co.uk/properties/127465721#/?channel=STU_LET,"Abbey Street, Dunkirk, Nottingham","**STUDENT 2023/2024** This fantastic 4 bed student property is available for the 2023/2024 academic year. Bills inclusive (Gas, Water, Electricity, Broadband & Contents Insurance).",2479.0,572.0,yesterday,"Tomlinson Estate Management Limited, Lenton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/96k/95239/128480843/95239_952r_bi_IMG_00_0000_max_476x317.jpeg,4,house,"('52.9428971', '-1.1801545')",52.9428971,-1.1801545,,1694
5 bedroom semi-detached house,https://www.rightmove.co.uk/properties/127843256#/?channel=STU_LET,"Devonshire Promenade, Lenton, ",| 2023/24 Academic Year | £165 pppw Bills Included | Recently Refurbished Kitchen and Shower Rooms| Perfect location close to shops | Parking Spaces for 2 Cars | ,3594.0,829.0,yesterday,"Comfort Estates, Nottingham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/142k/141401/128480111/141401_2481_IMG_00_0000_max_476x317.jpeg,5,house,"('52.94944', '-1.1757724')",52.94944,-1.1757724,,1694
