title,link,address,description,price,price_weekly,date,seller,image,bed,type,lat_lon,lat,lon,sq_ft,nres
4 bedroom terraced house,https://www.rightmove.co.uk/properties/128468660#/?channel=STU_LET,"Beechwood View, Burley, Leeds, LS4 2LP","DELUXE BILLS INCLUDED!! SUPERFAST 350MB BROADBAND, GREEN GAS & ELECTRICITY, WATER, TV LICENSE, CONTENTS INSURANCE, GARDENING AND MORE! Beautifully presented four bedroom property situated a stones throw from Burley Park train station! Offering a spare basement room, two bathrooms and a large dini...",2011.0,464.0,27/10/2022,"Sugarhouse Properties, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76942/128459906/76942_31901188_IMG_00_0000_max_476x317.jpeg,4,house,"('53.8117084', '-1.5800962')",53.8117084,-1.5800962,,2606
4 bedroom terraced house,https://www.rightmove.co.uk/properties/128468660#/?channel=STU_LET,"Beechwood View,Burley Park, Leeds, LS4 2LP","DELUXE BILLS INCLUDED!! SUPERFAST 350MB BROADBAND, GREEN GAS & ELECTRICITY, WATER, TV LICENSE, CONTENTS INSURANCE, GARDENING AND MORE! Another great value four bed on the Headingley / Burley Park border. Large front facing lounge with stripped wood flooring, huge dining kitchen and four great siz...",1959.0,452.0,27/10/2022,"Sugarhouse Properties, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76942/128459789/76942_31901183_IMG_00_0000_max_476x317.jpeg,4,house,"('53.8117084', '-1.5800962')",53.8117084,-1.5800962,,2606
4 bedroom terraced house,https://www.rightmove.co.uk/properties/128464679#/?channel=STU_LET,"Beechwood Terrace, Burley, Leeds, LS4 2NG","DELUXE BILLS INCLUDED!! SUPERFAST 350MB BROADBAND, GREEN GAS & ELECTRICITY, WATER, TV LICENSE, CONTENTS INSURANCE, GARDENING AND MORE! Ready to move into is this 6 bedroom property, ready to be let to a group of 4 with 2 bathrooms, spacious living room and is fully furnished! Located in Burley th...",2011.0,464.0,27/10/2022,"Sugarhouse Properties, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76942/128459645/76942_31901175_IMG_00_0000_max_476x317.jpeg,4,house,"('53.8120414', '-1.580503')",53.8120414,-1.580503,,2606
2 bedroom apartment,https://www.rightmove.co.uk/properties/128232950#/?channel=STU_LET,"Church Wood Avenue,  Leeds, LS16",***INCLUDING GAS AND ELECTRIC!** 150m from Leeds Beckett University Headingly campus. 2 Large double bedrooms. Modern open-plan kitchen/living room. Modern bathroom. Off-street parking. CALL NOW TO ARRANGE A VIEWING.,1213.0,280.0,20/10/2022,"Right Let Leeds, Headingley",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/90k/89431/128232950/89431_356_IMG_00_0000_max_476x317.jpeg,2,apartment,"('53.8291629', '-1.5882563')",53.8291629,-1.5882563,,2606
4 bedroom terraced house,https://www.rightmove.co.uk/properties/128232950#/?channel=STU_LET,"Beechwood Mount, Burley, Leeds, LS4 2NQ","DELUXE BILLS INCLUDED!! SUPERFAST 350MB BROADBAND, GREEN GAS & ELECTRICITY, WATER, TV LICENSE, CONTENTS INSURANCE, GARDENING AND MORE! REFURB INCOMING! Modern four bed property behind Headingley stadium with four double bedrooms, stunning wet room and extra bathroom. Great open plan living space ...",2340.0,540.0,27/10/2022,"Sugarhouse Properties, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76942/128459489/76942_31901167_IMG_00_0000_max_476x317.jpeg,4,house,"('53.8120974', '-1.5809535')",53.8120974,-1.5809535,,2606
4 bedroom terraced house,https://www.rightmove.co.uk/properties/128459489#/?channel=STU_LET,"Beechwood Mount, Burley, Leeds, LS4 2NQ","DELUXE BILLS INCLUDED!! SUPERFAST 350MB BROADBAND, GREEN GAS & ELECTRICITY, WATER, TV LICENSE, CONTENTS INSURANCE, GARDENING AND MORE! High standard five bedroom, two bathroom property which is walking distance to train stations, shops, bars and University! Available for this academic year, it tr...",2149.0,496.0,27/10/2022,"Sugarhouse Properties, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76942/128459432/76942_31901160_IMG_00_0000_max_476x317.jpeg,4,house,"('53.8120974', '-1.5809535')",53.8120974,-1.5809535,,2606
5 bedroom terraced house,https://www.rightmove.co.uk/properties/128459489#/?channel=STU_LET,"Bennett Road, Leeds, West Yorkshire, LS6","HUGE 5 BEDROOM STUDENT HOUSE, CENTRAL HEADINGLEY. Situated opposite Box, available for viewing now! 1st July. £90 PP PW!!!",1950.0,450.0,27/10/2022,"Right Let Leeds, Headingley",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/90k/89431/128458115/89431_777_IMG_00_0000_max_476x317.jpeg,5,house,"('53.8205378', '-1.5772267')",53.8205378,-1.5772267,,2606
7 bedroom terraced house,https://www.rightmove.co.uk/properties/128459432#/?channel=STU_LET,"Brudenell Grove, Hyde Park, Leeds",Amazing 7 bedroom refurbished house in central Hyde Park,3822.0,882.0,27/10/2022,"Haus Sales & Lettings, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/87k/86086/128452625/86086_2979r_IMG_00_0000_max_476x317.jpeg,7,house,"('53.8114535', '-1.5676609')",53.8114535,-1.5676609,,2606
6 bedroom terraced house,https://www.rightmove.co.uk/properties/128459432#/?channel=STU_LET,"Rokeby Gardens, Headingley, Leeds","*** RECENTLY REFURBISHED IN 2021 *** 6 bedroom, 3 bathroom, high spec, terrace house in central Headingley, close to the allotments! £105.00 PPPW",2730.0,630.0,27/10/2022,"Haus Sales & Lettings, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/87k/86086/128452631/86086_6867r_IMG_00_0000_max_476x317.jpeg,6,house,"('53.8205417', '-1.5862261')",53.8205417,-1.5862261,,2606
6 bedroom semi-detached house,https://www.rightmove.co.uk/properties/128458115#/?channel=STU_LET,"Richmond Mount, Hyde Park, Leeds", £116.00pppw - Newly refurbished - Great location - All ensuite! - 01/07/2023,3016.0,696.0,27/10/2022,"Haus Sales & Lettings, Leeds",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/87k/86086/128452619/86086_2567r_IMG_00_0000_max_476x317.jpeg,6,house,"('53.8157084', '-1.5726915')",53.8157084,-1.5726915,,2606
